data;totale;settore
20130101;613.97;Calcio
20140204;205.26;Pesca
20140707;412.17;Fitness
20140822;656.67;Fitness
20140926;1065.54;Fitness
20141122;149.80;Pattini
20141202;247.39;Calcio
20141209;268.45;Pesca
20141210;309.75;Basket
20150110;1156.40;Pesca
20150111;825.17;Casual
20150119;61.95;Calcio
20150119;371.70;Casual
20150119;697.97;Fitness
20150119;164.37;Pesca
20150119;61.95;Running
20150126;301.28;Pesca
20150201;246.97;Calcio
20150224;1486.80;Pesca
20150225;82.19;Fitness
20150303;2213.68;Running
20150306;329.99;Fitness
20150309;1239.00;Casual
20150312;664.93;Casual
20150315;732.04;Calcio
20150317;805.35;Fitness
20150318;1643.74;Fitness
20150319;138.36;Nuoto
20150319;908.60;Running
20150325;1065.54;Fitness
20150325;1800.68;Pesca
20150326;185.85;Casual
20150327;660.39;Casual
20150327;206.50;Snowboard
20150327;309.75;Trekking
20150331;28.50;Arti marziali
20150331;206.50;Calcio
20150331;6534.49;Casual
20150331;1253.87;Fitness
20150406;144.55;Casual
20150406;3295.74;Fitness
20150407;313.88;Casual
20150408;867.30;Calcio
20150409;412.59;Casual
20150410;1300.95;Calcio
20150410;871.02;Casual
20150410;206.09;Fitness
20150411;103.25;Calcio
20150411;135.46;Pesca
20150413;681.04;Calcio
20150413;1239.00;Running
20150414;497.67;Calcio
20150414;742.57;Casual
20150414;570.77;Pesca
20150415;664.52;Calcio
20150415;4101.09;Casual
20150415;748.36;Pesca
20150415;1957.62;Running
20150415;136.29;Snowboard
20150416;510.06;Calcio
20150416;2270.26;Casual
20150416;2469.74;Pesca
20150417;297.36;Basket
20150417;144.14;Calcio
20150417;1299.30;Casual
20150417;2295.45;Fitness
20150417;523.68;Mare
20150417;82.19;Nuoto
20150417;717.38;Pesca
20150417;1618.96;Snowboard
20150417;49.44;Tennis
20150418;247.39;Bambino
20150418;494.77;Basket
20150418;407.63;Calcio
20150418;1082.06;Casual
20150418;3117.12;Fitness
20150418;1160.53;Pesca
20150418;1552.47;Running
20150418;309.34;Sci
20150418;578.20;Snowboard
20150418;185.85;Trekking
20150418;268.45;Volley
20150419;619.09;Basket
20150419;1784.16;Calcio
20150419;6271.41;Casual
20150419;610.00;Fitness
20150419;133.81;Mare
20150419;3792.99;Pesca
20150419;499.73;Running
20150419;1032.50;Snowboard
20150420;1674.30;Calcio
20150420;6950.79;Casual
20150420;1950.89;Fitness
20150420;123.49;Mare
20150420;1554.33;Pesca
20150420;574.07;Running
20150420;2370.62;Snowboard
20150420;861.93;Trekking
20150421;288.69;Basket
20150421;1630.94;Calcio
20150421;3739.72;Casual
20150421;845.00;Fitness
20150421;313.47;Mare
20150421;160.24;Nuoto
20150421;1414.53;Pesca
20150421;3175.56;Sci
20150421;920.58;Snowboard
20150422;900.34;Bambino
20150422;371.29;Basket
20150422;873.50;Calcio
20150422;4874.23;Casual
20150422;2101.76;Fitness
20150422;65.67;Mare
20150422;1228.47;Pesca
20150422;642.63;Running
20150422;412.59;Sci
20150422;106.84;Tennis
20150422;268.04;Trekking
20150423;123.49;Bambino
20150423;199.36;Basket
20150423;1319.95;Calcio
20150423;5542.05;Casual
20150423;17.35;Ciclismo
20150423;2541.19;Fitness
20150423;1600.17;Pesca
20150423;465.04;Running
20150424;177.18;Calcio
20150424;3987.10;Casual
20150424;1358.36;Fitness
20150424;53.28;Nuoto
20150424;663.90;Pesca
20150424;817.74;Snowboard
20150425;28.50;Arti marziali
20150425;247.39;Bambino
20150425;309.34;Calcio
20150425;2247.96;Casual
20150425;1336.47;Fitness
20150425;313.47;Mare
20150425;916.03;Pesca
20150425;895.80;Running
20150425;264.32;Snowboard
20150426;1030.02;Calcio
20150426;4148.59;Casual
20150426;895.67;Fitness
20150426;1278.65;Pesca
20150426;614.96;Running
20150426;107.38;Subacquea
20150427;557.14;Basket
20150427;123.49;Calcio
20150427;5652.32;Casual
20150427;3002.10;Fitness
20150427;313.47;Mare
20150427;1431.66;Pesca
20150427;1263.78;Running
20150427;1478.54;Snowboard
20150428;103.25;Basket
20150428;729.77;Calcio
20150428;3979.67;Casual
20150428;40.89;Ciclismo
20150428;1300.00;Fitness
20150428;1838.68;Pesca
20150428;640.15;Running
20150428;1858.50;Snowboard
20150429;565.81;Basket
20150429;370.87;Calcio
20150429;2744.39;Casual
20150429;619.09;Fitness
20150429;1345.97;Pesca
20150429;1255.52;Running
20150429;449.76;Snowboard
20150429;24.78;Tennis
20150430;292.40;Calcio
20150430;2406.55;Casual
20150430;670.30;Fitness
20150430;123.49;Mare
20150430;2684.09;Pesca
20150430;1023.41;Running
20150430;164.79;Sci
20150430;659.97;Trekking
20150501;214.76;Arti marziali
20150501;1412.05;Calcio
20150501;1355.88;Casual
20150501;4641.29;Fitness
20150501;238.71;Mare
20150501;149.80;Pattini
20150501;1524.59;Pesca
20150501;454.30;Running
20150502;388.22;Basket
20150502;728.95;Calcio
20150502;4299.33;Casual
20150502;46.26;Ciclismo
20150502;659.97;Fitness
20150502;103.25;Mare
20150502;587.29;Pesca
20150502;714.49;Running
20150502;197.83;Snowboard
20150502;288.69;Trekking
20150502;268.45;Volley
20150503;1312.10;Calcio
20150503;3942.09;Casual
20150503;1643.33;Fitness
20150503;2379.09;Pesca
20150503;764.05;Running
20150503;144.14;Tennis
20150504;321.73;Basket
20150504;5318.61;Calcio
20150504;4304.29;Casual
20150504;6377.13;Fitness
20150504;532.77;Mare
20150504;1042.00;Pesca
20150504;870.60;Running
20150504;615.37;Sci
20150504;165.20;Snowboard
20150504;127.78;Tennis
20150504;329.99;Trekking
20150505;260.19;Basket
20150505;1809.64;Calcio
20150505;6301.55;Casual
20150505;3662.48;Fitness
20150505;86.32;Nuoto
20150505;2109.60;Pesca
20150505;1837.85;Running
20150505;408.87;Subacquea
20150506;474.54;Basket
20150506;828.89;Calcio
20150506;2557.30;Casual
20150506;78.88;Ciclismo
20150506;1954.32;Fitness
20150506;458.02;Mare
20150506;61.95;Nuoto
20150506;149.80;Pattini
20150506;2195.30;Pesca
20150506;809.48;Running
20150506;2531.28;Sci
20150507;746.70;Basket
20150507;3313.09;Calcio
20150507;5168.70;Casual
20150507;1642.50;Fitness
20150507;82.19;Mare
20150507;24.37;Nuoto
20150507;1887.00;Pesca
20150507;1445.50;Running
20150507;739.27;Snowboard
20150508;2501.13;Calcio
20150508;2938.50;Casual
20150508;348.45;Fitness
20150508;82.19;Nuoto
20150508;1246.43;Pesca
20150508;4030.88;Sci
20150508;780.57;Snowboard
20150508;122.54;Volley
20150509;309.75;Basket
20150509;2632.46;Calcio
20150509;2047.65;Casual
20150509;18.17;Ciclismo
20150509;735.14;Fitness
20150509;2249.82;Pesca
20150509;556.72;Running
20150509;2229.37;Sci
20150509;293.23;Tennis
20150510;206.50;Bambino
20150510;1151.03;Calcio
20150510;3717.41;Casual
20150510;1638.37;Fitness
20150510;313.47;Mare
20150510;36.76;Nuoto
20150510;684.96;Pesca
20150510;37.05;Ping-pong
20150510;103.25;Snowboard
20150511;255.65;Basket
20150511;3639.36;Calcio
20150511;5321.09;Casual
20150511;2179.81;Fitness
20150511;562.92;Mare
20150511;1152.31;Pesca
20150511;289.10;Running
20150511;3382.47;Sci
20150511;491.47;Snowboard
20150511;288.69;Tennis
20150512;445.63;Basket
20150512;1882.45;Calcio
20150512;4044.10;Casual
20150512;4697.05;Fitness
20150512;99.12;Mare
20150512;1398.83;Pesca
20150512;986.66;Running
20150512;284.97;Skateboard
20150512;103.25;Snowboard
20150512;702.10;Trekking
20150512;371.70;Volley
20150513;311.40;Bambino
20150513;4514.50;Calcio
20150513;4621.06;Casual
20150513;4262.99;Fitness
20150513;150.75;Mare
20150513;3497.70;Pesca
20150513;433.24;Running
20150513;103.25;Snowboard
20150513;206.09;Tennis
20150514;105.32;Bambino
20150514;7573.59;Calcio
20150514;2925.28;Casual
20150514;1316.23;Fitness
20150514;251.52;Mare
20150514;389.05;Nuoto
20150514;1627.22;Pesca
20150514;1841.15;Sci
20150515;722.34;Basket
20150515;2235.16;Calcio
20150515;3004.58;Casual
20150515;1118.82;Fitness
20150515;2843.92;Pesca
20150515;3179.27;Running
20150515;350.22;Snowboard
20150515;112.54;Calcio
20150516;123.49;Arti marziali
20150516;309.75;Basket
20150516;3302.76;Calcio
20150516;5953.81;Casual
20150516;697.56;Fitness
20150516;943.71;Mare
20150516;40.89;Nuoto
20150516;2938.50;Pesca
20150516;1894.02;Running
20150516;4579.34;Sci
20150516;202.37;Snowboard
20150516;144.14;Tennis
20150517;309.75;Basket
20150517;2868.29;Calcio
20150517;1786.64;Casual
20150517;491.06;Fitness
20150517;447.28;Mare
20150517;36.76;Nuoto
20150517;7776.17;Pesca
20150517;37.05;Ping-pong
20150517;1465.74;Running
20150517;536.90;Trekking
20150517;103.25;Volley
20150518;742.57;Bambino
20150518;2743.97;Calcio
20150518;5722.53;Casual
20150518;35.11;Ciclismo
20150518;3689.21;Fitness
20150518;148.68;Mare
20150518;77.11;Nuoto
20150518;2097.63;Pesca
20150518;1940.27;Running
20150518;185.44;Tennis
20150519;235.70;Arti marziali
20150519;3828.80;Calcio
20150519;1061.41;Casual
20150519;197.41;Ciclismo
20150519;5136.48;Fitness
20150519;436.95;Mare
20150519;178.42;Nuoto
20150519;2820.01;Pesca
20150519;1015.57;Running
20150519;123.49;Snowboard
20150520;1341.42;Calcio
20150520;1293.52;Casual
20150520;1823.81;Fitness
20150520;699.21;Mare
20150520;127.62;Nuoto
20150520;1837.68;Pesca
20150520;701.69;Running
20150520;454.30;Tennis
20150520;247.80;Trekking
20150521;74.63;Baseball
20150521;3423.36;Calcio
20150521;1182.83;Casual
20150521;3546.64;Fitness
20150521;412.17;Pattini
20150521;907.15;Pesca
20150521;408.87;Running
20150522;220.96;Bambino
20150522;1340.19;Calcio
20150522;1526.45;Casual
20150522;515.42;Fitness
20150522;932.14;Pesca
20150522;1630.94;Running
20150522;449.76;Snowboard
20150522;97.88;Subacquea
20150522;40.89;Volley
20150523;74.34;Basket
20150523;2545.73;Calcio
20150523;1769.71;Casual
20150523;190.81;Ciclismo
20150523;131.33;Fitness
20150523;288.27;Mare
20150523;1703.83;Pesca
20150523;494.77;Running
20150523;45.02;Subacquea
20150524;577.37;Calcio
20150524;483.21;Casual
20150524;103.25;Fitness
20150524;156.94;Mare
20150524;3900.58;Pesca
20150524;144.55;Running
20150525;36.34;Arceria
20150525;78.47;Arti marziali
20150525;1352.99;Calcio
20150525;3057.85;Casual
20150525;77.23;Ciclismo
20150525;2995.08;Fitness
20150525;995.33;Pesca
20150525;164.79;Rugby
20150525;574.07;Running
20150525;1647.87;Sci
20150526;119.77;Arti marziali
20150526;103.25;Basket
20150526;1540.08;Calcio
20150526;2822.44;Casual
20150526;1355.47;Fitness
20150526;136.29;Nuoto
20150526;2241.14;Pesca
20150526;247.39;Running
20150527;177.18;Bambino
20150527;4168.41;Calcio
20150527;969.72;Casual
20150527;313.88;Fitness
20150527;1570.43;Pesca
20150527;132.16;Running
20150527;532.77;Snowboard
20150527;385.33;Trekking
20150528;61.95;Bambino
20150528;1234.46;Calcio
20150528;2822.86;Casual
20150528;1048.61;Fitness
20150528;326.27;Mare
20150528;684.34;Pesca
20150528;30.98;Tennis
20150529;539.79;Calcio
20150529;546.81;Casual
20150529;71.86;Ciclismo
20150529;780.16;Fitness
20150529;82.19;Mare
20150529;700.45;Pesca
20150529;656.67;Running
20150529;164.79;Trekking
20150530;619.09;Calcio
20150530;1832.89;Casual
20150530;1568.16;Fitness
20150530;748.77;Mare
20150530;247.39;Running
20150530;139.59;Sci
20150531;1070.91;Calcio
20150531;945.36;Casual
20150531;1134.51;Fitness
20150531;313.47;Mare
20150531;519.55;Pesca
20150531;1362.49;Running
20150531;351.05;Trekking
20150601;1109.32;Calcio
20150601;1011.02;Casual
20150601;133.40;Ciclismo
20150601;20.65;Fitness
20150601;313.47;Mare
20150601;86.32;Nuoto
20150601;6095.67;Pesca
20150601;1197.70;Running
20150601;103.25;Snowboard
20150602;2719.19;Calcio
20150602;2257.87;Casual
20150602;66.91;Ciclismo
20150602;2244.53;Fitness
20150602;136.29;Nuoto
20150602;2794.98;Pesca
20150602;1713.95;Running
20150602;268.04;Trekking
20150603;474.54;Basket
20150603;3023.16;Calcio
20150603;2049.31;Casual
20150603;515.01;Fitness
20150603;370.46;Mare
20150603;2232.68;Pesca
20150603;1031.26;Running
20150603;176.76;Subacquea
20150604;177.18;Basket
20150604;1553.71;Calcio
20150604;2862.50;Casual
20150604;1480.61;Fitness
20150604;866.47;Mare
20150604;2143.88;Pesca
20150604;110.44;Ping-pong
20150604;532.36;Running
20150604;90.86;Snowboard
20150604;143.31;Subacquea
20150605;1050.14;Basket
20150605;774.25;Calcio
20150605;928.42;Casual
20150605;40.89;Ciclismo
20150605;5491.66;Fitness
20150605;638.09;Mare
20150605;2773.30;Pesca
20150605;148.27;Skateboard
20150605;103.25;Snowboard
20150605;1193.57;Trekking
20150606;1215.46;Calcio
20150606;557.14;Casual
20150606;26.85;Ciclismo
20150606;1937.80;Fitness
20150606;206.09;Freccette
20150606;88.80;Mare
20150606;4161.80;Pesca
20150606;866.89;Running
20150607;1036.22;Calcio
20150607;845.00;Casual
20150607;2366.49;Fitness
20150607;255.65;Mare
20150607;619.09;Pesca
20150607;837.98;Running
20150608;635.61;Basket
20150608;2266.96;Calcio
20150608;2423.07;Casual
20150608;3073.01;Fitness
20150608;202.37;Mare
20150608;115.64;Nuoto
20150608;2105.89;Pesca
20150608;2716.71;Running
20150608;2886.87;Sci
20150608;103.25;Trekking
20150609;61.95;Basket
20150609;1381.07;Calcio
20150609;1960.10;Casual
20150609;460.91;Fitness
20150609;996.57;Mare
20150609;503.86;Nuoto
20150609;2052.20;Pesca
20150609;202.37;Snowboard
20150609;20.94;Tennis
20150610;40.89;Arti marziali
20150610;281.96;Basket
20150610;609.59;Calcio
20150610;594.72;Casual
20150610;24.37;Ciclismo
20150610;4621.06;Fitness
20150610;313.47;Mare
20150610;61.54;Nuoto
20150610;2616.15;Pesca
20150610;783.46;Running
20150610;900.34;Snowboard
20150611;11.98;Arceria
20150611;557.55;Basket
20150611;2623.67;Calcio
20150611;2613.05;Casual
20150611;69.80;Ciclismo
20150611;1174.45;Fitness
20150611;564.57;Mare
20150611;1525.21;Pesca
20150611;1263.78;Running
20150611;177.59;Snowboard
20150611;164.79;Trekking
20150612;185.85;Basket
20150612;1868.00;Calcio
20150612;1627.22;Casual
20150612;45.02;Ciclismo
20150612;908.19;Fitness
20150612;206.09;Freccette
20150612;548.05;Mare
20150612;102.84;Nuoto
20150612;1812.24;Pesca
20150612;408.87;Running
20150613;185.85;Basket
20150613;103.25;Calcio
20150613;2060.46;Casual
20150613;1861.27;Fitness
20150613;1207.20;Mare
20150613;922.23;Pesca
20150613;659.97;Running
20150613;408.87;Sci
20150613;227.15;Snowboard
20150613;99.12;Subacquea
20150613;532.36;Trekking
20150614;1341.84;Calcio
20150614;5161.26;Casual
20150614;2620.07;Fitness
20150614;748.36;Mare
20150614;185.02;Nuoto
20150614;473.71;Pesca
20150614;701.69;Running
20150614;739.27;Snowboard
20150614;147.44;Subacquea
20150614;164.79;Tennis
20150614;433.65;Trekking
20150615;198.24;Bambino
20150615;309.75;Basket
20150615;1869.65;Calcio
20150615;6221.02;Casual
20150615;1932.01;Fitness
20150615;917.27;Mare
20150615;625.70;Nuoto
20150615;230.87;Pattini
20150615;2561.84;Pesca
20150615;1098.58;Running
20150615;136.29;Snowboard
20150615;103.25;Tennis
20150616;82.19;Bambino
20150616;185.85;Basket
20150616;1150.21;Calcio
20150616;5130.29;Casual
20150616;1729.11;Fitness
20150616;412.17;Mare
20150616;164.37;Nuoto
20150616;2925.69;Pesca
20150616;412.59;Sci
20150616;702.10;Snowboard
20150617;236.40;Basket
20150617;1927.47;Calcio
20150617;2102.17;Casual
20150617;66.91;Ciclismo
20150617;1949.36;Fitness
20150617;313.47;Mare
20150617;36.76;Nuoto
20150617;4148.59;Pesca
20150617;10.74;Ping-pong
20150617;1317.47;Snowboard
20150618;185.44;Bambino
20150618;94.99;Basket
20150618;1526.45;Calcio
20150618;4203.93;Casual
20150618;979.64;Fitness
20150618;165.20;Mare
20150618;23.21;Nuoto
20150618;3557.58;Pesca
20150618;1358.36;Running
20150619;288.69;Basket
20150619;1329.03;Calcio
20150619;2085.24;Casual
20150619;701.69;Fitness
20150619;513.73;Mare
20150619;136.29;Nuoto
20150619;149.80;Pattini
20150619;1247.67;Pesca
20150619;144.55;Running
20150619;185.85;Sci
20150619;103.25;Snowboard
20150619;205.67;Subacquea
20150619;181.72;Tennis
20150620;296.95;Calcio
20150620;412.17;Casual
20150620;824.35;Fitness
20150620;235.00;Mare
20150620;1077.89;Pesca
20150620;102.84;Volley
20150621;442.90;Basket
20150621;1340.60;Calcio
20150621;1051.91;Casual
20150621;932.55;Fitness
20150621;227.56;Nuoto
20150621;1990.45;Pesca
20150621;90.86;Snowboard
20150622;103.25;Bambino
20150622;309.75;Basket
20150622;2056.33;Calcio
20150622;6194.59;Casual
20150622;1852.18;Fitness
20150622;1315.41;Mare
20150622;5157.96;Pesca
20150622;1122.53;Running
20150622;144.55;Trekking
20150623;1567.75;Calcio
20150623;4706.96;Casual
20150623;1866.55;Fitness
20150623;436.95;Mare
20150623;1814.93;Pesca
20150624;2275.22;Calcio
20150624;5804.38;Casual
20150624;16.81;Ciclismo
20150624;2283.48;Fitness
20150624;53.69;Golf
20150624;459.67;Mare
20150624;113.16;Nuoto
20150624;4147.10;Pesca
20150624;3088.83;Running
20150624;61.95;Sci
20150624;1919.62;Snowboard
20150624;73.93;Trekking
20150625;164.37;Bambino
20150625;866.89;Basket
20150625;5271.12;Calcio
20150625;5396.26;Casual
20150625;2211.20;Fitness
20150625;2152.56;Mare
20150625;826.41;Pesca
20150625;5290.12;Running
20150625;180.89;Sci
20150625;227.15;Tennis
20150625;69.26;Volley
20150626;235.70;Arti marziali
20150626;78.47;Bambino
20150626;2125.71;Calcio
20150626;7190.74;Casual
20150626;536.49;Fitness
20150626;992.85;Mare
20150626;2260.76;Pesca
20150626;3849.16;Running
20150627;19.29;Arti marziali
20150627;134.47;Bambino
20150627;185.85;Basket
20150627;2010.07;Calcio
20150627;4189.89;Casual
20150627;1575.60;Fitness
20150627;119.36;Mare
20150627;708.09;Pesca
20150627;1350.51;Running
20150627;619.09;Tennis
20150628;185.85;Basket
20150628;5004.32;Calcio
20150628;3593.51;Casual
20150628;2215.33;Fitness
20150628;663.28;Mare
20150628;3671.78;Pesca
20150628;2345.43;Running
20150628;615.37;Sci
20150628;375.83;Snowboard
20150628;30.98;Tennis
20150629;2035.68;Calcio
20150629;4387.30;Casual
20150629;1579.60;Fitness
20150629;457.60;Mare
20150629;1911.32;Pesca
20150629;371.29;Rugby
20150629;1734.60;Running
20150629;346.09;Trekking
20150630;74.34;Bambino
20150630;1393.88;Calcio
20150630;3855.36;Casual
20150630;1001.98;Fitness
20150630;652.54;Mare
20150630;148.27;Nuoto
20150630;6100.79;Pesca
20150630;3633.99;Running
20150630;478.67;Tennis
20150630;2650.63;Trekking
20150701;177.18;Basket
20150701;1917.97;Calcio
20150701;4579.43;Casual
20150701;190.81;Ciclismo
20150701;5978.38;Fitness
20150701;989.55;Mare
20150701;82.19;Nuoto
20150701;392.35;Pattini
20150701;3901.82;Pesca
20150701;3171.84;Running
20150701;284.97;Sci
20150701;487.34;Snowboard
20150701;78.47;Subacquea
20150701;309.75;Tennis
20150701;288.69;Trekking
20150702;350.64;Bambino
20150702;4003.62;Calcio
20150702;5485.96;Casual
20150702;2444.42;Fitness
20150702;2175.64;Mare
20150702;49.15;Nuoto
20150702;3027.74;Pesca
20150702;846.65;Running
20150702;495.60;Sci
20150702;495.60;Trekking
20150703;2048.07;Calcio
20150703;2402.83;Casual
20150703;1070.91;Fitness
20150703;882.58;Mare
20150703;140.42;Nuoto
20150703;2194.68;Pesca
20150703;516.25;Running
20150703;123.49;Snowboard
20150703;206.09;Tennis
20150704;557.55;Basket
20150704;3964.39;Calcio
20150704;5194.30;Casual
20150704;218.89;Ciclismo
20150704;581.38;Fitness
20150704;326.27;Mare
20150704;846.65;Pesca
20150704;1895.67;Running
20150704;230.87;Skateboard
20150704;585.10;Tennis
20150704;57.82;Trekking
20150705;144.55;Bambino
20150705;103.25;Calcio
20150705;3904.92;Casual
20150705;2247.96;Fitness
20150705;783.87;Mare
20150705;2340.06;Pesca
20150705;1482.67;Running
20150705;849.95;Tennis
20150706;82.19;Bambino
20150706;281.96;Basket
20150706;3949.93;Calcio
20150706;6477.16;Casual
20150706;842.52;Ciclismo
20150706;3408.37;Fitness
20150706;1170.03;Mare
20150706;6043.02;Pesca
20150706;1006.89;Running
20150706;227.15;Snowboard
20150706;577.79;Tennis
20150706;557.14;Trekking
20150707;74.34;Basket
20150707;1600.38;Calcio
20150707;4823.96;Casual
20150707;308.92;Ciclismo
20150707;1416.59;Fitness
20150707;2019.98;Mare
20150707;5303.75;Pesca
20150707;3370.08;Running
20150707;619.09;Tennis
20150707;739.27;Trekking
20150708;370.05;Bambino
20150708;288.69;Basket
20150708;3240.81;Calcio
20150708;3486.63;Casual
20150708;2674.59;Fitness
20150708;2151.32;Mare
20150708;230.45;Nuoto
20150708;1452.11;Pesca
20150708;639.74;Running
20150708;61.54;Sci
20150708;280.43;Snowboard
20150708;370.87;Tennis
20150708;391.94;Trekking
20150709;309.75;Basket
20150709;1121.30;Calcio
20150709;5993.21;Casual
20150709;1012.68;Ciclismo
20150709;766.53;Fitness
20150709;1877.91;Mare
20150709;1179.12;Pesca
20150709;1423.61;Running
20150709;1234.87;Sci
20150709;721.92;Snowboard
20150709;1300.12;Trekking
20150710;144.55;Bambino
20150710;32.79;Baseball
20150710;371.70;Basket
20150710;1122.95;Calcio
20150710;5207.10;Casual
20150710;1870.52;Fitness
20150710;1749.47;Mare
20150710;3246.96;Pesca
20150710;990.79;Running
20150710;581.50;Snowboard
20150710;1201.17;Tennis
20150710;495.19;Trekking
20150711;2017.92;Calcio
20150711;2421.83;Casual
20150711;2371.74;Fitness
20150711;1789.12;Mare
20150711;70.21;Nuoto
20150711;2763.18;Pesca
20150711;408.87;Running
20150711;780.57;Sci
20150711;1924.99;Trekking
20150712;433.24;Basket
20150712;425.39;Calcio
20150712;3058.68;Casual
20150712;821.87;Ciclismo
20150712;1998.80;Fitness
20150712;1048.19;Mare
20150712;3110.39;Pesca
20150712;2275.63;Running
20150712;536.90;Snowboard
20150712;151.98;Subacquea
20150712;334.53;Tennis
20150712;615.37;Trekking
20150713;3143.34;Calcio
20150713;4792.04;Casual
20150713;381.61;Ciclismo
20150713;3464.66;Fitness
20150713;370.05;Mare
20150713;4199.80;Pesca
20150713;3434.92;Running
20150713;697.56;Sci
20150713;2081.52;Snowboard
20150713;409.99;Tennis
20150713;1028.37;Trekking
20150714;96.11;Basket
20150714;2744.39;Calcio
20150714;6196.24;Casual
20150714;821.87;Ciclismo
20150714;3077.26;Fitness
20150714;928.75;Mare
20150714;8.63;Nuoto
20150714;412.17;Pattini
20150714;1936.14;Pesca
20150714;2539.95;Running
20150714;412.59;Sci
20150714;30.98;Skateboard
20150714;326.27;Snowboard
20150714;308.92;Trekking
20150715;646.01;Basket
20150715;2022.05;Calcio
20150715;6388.37;Casual
20150715;830.96;Fitness
20150715;687.23;Mare
20150715;172.63;Nuoto
20150715;2158.09;Pesca
20150715;2230.20;Running
20150715;623.09;Tennis
20150715;1668.11;Trekking
20150716;288.69;Basket
20150716;1360.84;Calcio
20150716;7527.01;Casual
20150716;5475.97;Fitness
20150716;774.38;Mare
20150716;300.66;Pattini
20150716;4101.50;Pesca
20150716;3232.14;Running
20150716;272.17;Skateboard
20150716;98.29;Subacquea
20150716;227.15;Tennis
20150716;268.04;Trekking
20150716;206.50;Volley
20150717;776.73;Basket
20150717;3406.84;Calcio
20150717;3983.80;Casual
20150717;821.87;Ciclismo
20150717;1093.21;Fitness
20150717;282.91;Mare
20150717;150.75;Nuoto
20150717;1613.59;Pesca
20150717;1383.14;Running
20150717;106.84;Tennis
20150717;1461.61;Trekking
20150718;140.42;Bambino
20150718;74.34;Basket
20150718;1621.85;Calcio
20150718;3523.72;Casual
20150718;105.32;Ciclismo
20150718;452.24;Fitness
20150718;994.50;Mare
20150718;150.33;Nuoto
20150718;516.25;Pesca
20150718;1755.25;Running
20150718;94.58;Subacquea
20150718;164.79;Tennis
20150718;185.85;Trekking
20150719;1440.54;Calcio
20150719;2295.45;Casual
20150719;936.68;Fitness
20150719;943.71;Mare
20150719;177.59;Nuoto
20150719;1603.97;Pesca
20150719;640.15;Running
20150719;3295.74;Sci
20150719;164.79;Skateboard
20150719;185.85;Trekking
20150720;879.69;Bambino
20150720;185.85;Basket
20150720;4877.53;Calcio
20150720;4172.13;Casual
20150720;1845.70;Fitness
20150720;313.47;Mare
20150720;3242.63;Pesca
20150720;3166.47;Running
20150720;532.77;Sci
20150720;329.99;Snowboard
20150720;1259.65;Subacquea
20150720;103.25;Tennis
20150721;1865.52;Calcio
20150721;2126.62;Casual
20150721;259.36;Fitness
20150721;243.67;Mare
20150721;135.46;Nuoto
20150721;149.80;Pattini
20150721;2889.14;Pesca
20150721;1643.33;Running
20150721;272.58;Tennis
20150721;1073.80;Trekking
20150722;512.12;Basket
20150722;1510.34;Calcio
20150722;2905.04;Casual
20150722;61.54;Ciclismo
20150722;1048.19;Fitness
20150722;1973.73;Mare
20150722;82.19;Nuoto
20150722;1639.57;Pesca
20150722;103.25;Ping-pong
20150722;1321.19;Running
20150722;831.78;Trekking
20150723;103.25;Arti marziali
20150723;449.34;Bambino
20150723;523.27;Calcio
20150723;3174.73;Casual
20150723;77.23;Ciclismo
20150723;1201.21;Fitness
20150723;82.19;Mare
20150723;144.14;Nuoto
20150723;149.80;Pattini
20150723;716.76;Pesca
20150723;5327.29;Running
20150723;1441.37;Snowboard
20150723;206.09;Volley
20150724;74.34;Basket
20150724;1154.75;Calcio
20150724;5005.97;Casual
20150724;1643.74;Ciclismo
20150724;1626.39;Fitness
20150724;1788.70;Pesca
20150724;925.12;Running
20150724;346.51;Snowboard
20150724;158.59;Subacquea
20150724;103.25;Trekking
20150725;965.59;Calcio
20150725;164.79;Casual
20150725;214.35;Fitness
20150725;847.48;Pesca
20150725;1072.97;Running
20150725;185.85;Subacquea
20150725;271.63;Tennis
20150725;337.83;Trekking
20150726;1710.65;Calcio
20150726;3054.96;Casual
20150726;821.87;Ciclismo
20150726;115.64;Fitness
20150726;1142.77;Mare
20150726;1969.18;Pesca
20150726;516.25;Running
20150726;227.15;Tennis
20150727;742.16;Basket
20150727;3673.22;Calcio
20150727;5251.30;Casual
20150727;821.87;Ciclismo
20150727;2349.97;Fitness
20150727;769.01;Mare
20150727;1584.27;Pesca
20150727;2081.11;Running
20150727;367.57;Sci
20150727;581.38;Tennis
20150728;309.75;Basket
20150728;1133.69;Calcio
20150728;3608.38;Casual
20150728;821.87;Ciclismo
20150728;659.97;Fitness
20150728;354.35;Mare
20150728;36.76;Nuoto
20150728;969.52;Pesca
20150728;1098.58;Running
20150728;392.35;Tennis
20150729;3729.39;Calcio
20150729;3123.52;Casual
20150729;821.87;Ciclismo
20150729;1275.63;Fitness
20150729;1546.89;Pesca
20150729;1960.51;Running
20150729;1110.14;Sci
20150729;319.66;Snowboard
20150729;289.10;Trekking
20150730;2097.21;Calcio
20150730;2447.03;Casual
20150730;907.36;Fitness
20150730;148.27;Mare
20150730;90.45;Nuoto
20150730;2016.06;Pesca
20150730;1858.09;Running
20150730;567.05;Subacquea
20150730;1068.84;Trekking
20150731;1614.00;Calcio
20150731;2588.68;Casual
20150731;962.29;Fitness
20150731;99.12;Mare
